Rxn	Rxn name	Gene Protein Reaction Rule	EC Number	TN(s-1)	Substrate	Organism	Commentary	Reference
LPLIPAL2E160	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2E161	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2E180	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2E181	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G120	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G140	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G141	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G160	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G161	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G180	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LPLIPAL2G181	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"	b3825	3.1.1.5	20000	NA	NA	NA	NA
LSERDHr	L-serine dehydrogenase	b1539						
LYSDC	lysine decarboxylase	(b0186 or b4131)	4.1.1.18	636	L-Lys	Selenomonas ruminantium	"pH 6.0, 40°C"	"Novel characteristics of Selenomonas ruminantium lysine decarboxylase capable of decarboxylating both L lysine and L ornithine, ... <Preview truncated at 128 characters>"
LYSTRS	Lysyl-tRNA synthetase	(b4129 or b2890)	6.1.1.6	221	L-Lysine-hydroxamate	Geobacillus stearothermophilus	"forward reaction, pH 8.0, 30°C"	"Lysyl tRNA synthetase from Bacillus stearothermophilus. Stopped flow kinetic analysis of enzyme.lysyladenylate formation, Takita... <Preview truncated at 128 characters>"
LYSabcpp	L-lysine transport via ABC system (periplasm)	(b2310 and b2307 and b2306 and b2308)						
LYSt2pp	L-lysine transport in via proton symport (periplasm)	b2156						
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	b2923						
LYStex	L-lysine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
LYXI	Lyxose isomerase	b3903						
LYXt2pp	L-Lyxose transport via proton symport (periplasm)	b3907						
LYXtex	L-Lyxose transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
M1PD	mannitol-1-phosphate 5-dehydrogenase	b3600	1.1.1.17					
MACPD	Malonyl-ACP decarboxylase	b2323						
MALCOAMT	Malonyl-CoA methyltransferase	b0777						
MALDDH	malate decarboxylating oxidoreductase (decarboxylating)	b1800	1.1.1.83	20000	NA	NA	NA	NA
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	b3528						
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	(b2215 or b1377 or b0241 or b0929)						
MALS	malate synthase	(b4014 or b2976)	4.1.3.2	20000	NA	NA	NA	NA
MALTATr	maltose O-acetyltransferase	b0459	2.3.1.79	20000	NA	NA	NA	NA
MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	(b4034 and b4033 and b4032 and b4035)						
MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	b4036						
MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	(b4034 and b4033 and b4032 and b4035)						
MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	b4036						
MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	(b4034 and b4033 and b4032 and b4035)						
MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	b4036						
MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	(b4034 and b4033 and b4032 and b4035)						
MALTTTRtexi	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	b4036						
MALTabcpp	maltose transport via ABC system (periplasm)	(b4034 and b4033 and b4032 and b4035)						
MALTptspp	maltose transport via PEP:Pyr PTS (periplasm)	(b2417 and b1621 and b2415 and b2416)						
MALTtexi	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	b4036						
MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	b3528						
MALt2_3pp	Malate transport via proton symport (3 H) (periplasm)	(b4123 or b4138)						
MALt3pp	L-malate transport out via proton antiport (periplasm)							
MALtex	Malate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	b2049	2.7.7.22					
MAN6PI	mannose-6-phosphate isomerase	b1613	5.3.1.8	63970	D-talose	Bacillus subtilis	"pH 7.5, 40°C, recombinant enzyme"	Substrate specificity of a mannose 6 phosphate isomerase from Bacillus subtilis and its application in the production of L ribos... <Preview truncated at 128 characters>
MAN6Pt6_2pp	Mannose-6-phosphate transport via phosphate antiport (periplasm)	b3666						
MAN6Ptex	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MANAO	Mannonate oxidoreductase	b4323	1.1.1.57					
MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	(b0731 and b2415 and b2416)						
MANGLYCtex	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	b0732						
MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	(b1817 and b1818 and b1819 and b2415 and b2416)						
MANtex	D-mannose transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MCITD	2-methylcitrate dehydratase	b0334	4.2.1.79					
MCITL2	methylisocitrate lyase	b0331	4.1.3.30					
MCITS	2-methylcitrate synthase	b0333	4.1.3.31					
MCOATA	Malonyl-CoA-ACP transacylase	(b1094 and b1092)	2.3.1.39	1580	malonyl-CoA	Escherichia coli	reaction with E. coli acyl carrier protein	Kinetic and mechanistic analysis of the malonyl CoA:ACP transacylase from Streptomyces coelicolor indicates a single catalytical... <Preview truncated at 128 characters>
MCPST	3-mercaptopyruvate sulfurtransferase	b2521	2.8.1.2					
MCTP1App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	(b0084 or b0635 or b0149 or b3396)						
MCTP1Bpp	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	(b0149 or b3396)						
MCTP2App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	(b0084 or b0635 or b3396 or b0149)						
MDDCP1pp	"murein D,D-carboxypeptidase (murein5px4p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala	Streptomyces sp.	40000 MW enzyme	"On the DD carboxypeptidase enzyme system of Streptomyces strain K15, Leyh Bouille, M.; Nguyen Disteche, M.; Ghuysen, J.M.; Eur. ... <Preview truncated at 128 characters>"
MDDCP2pp	"murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala	Streptomyces sp.	40000 MW enzyme	"On the DD carboxypeptidase enzyme system of Streptomyces strain K15, Leyh Bouille, M.; Nguyen Disteche, M.; Ghuysen, J.M.; Eur. ... <Preview truncated at 128 characters>"
MDDCP3pp	"murein D,D-carboxypeptidase (murein5p5p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala	Streptomyces sp.	40000 MW enzyme	"On the DD carboxypeptidase enzyme system of Streptomyces strain K15, Leyh Bouille, M.; Nguyen Disteche, M.; Ghuysen, J.M.; Eur. ... <Preview truncated at 128 characters>"
MDDCP4pp	"murein D,D-carboxypeptidase (murein5p4p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala	Streptomyces sp.	40000 MW enzyme	"On the DD carboxypeptidase enzyme system of Streptomyces strain K15, Leyh Bouille, M.; Nguyen Disteche, M.; Ghuysen, J.M.; Eur. ... <Preview truncated at 128 characters>"
MDDCP5pp	"murein D,D-carboxypeptidase (murein5p3p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala	Streptomyces sp.	40000 MW enzyme	"On the DD carboxypeptidase enzyme system of Streptomyces strain K15, Leyh Bouille, M.; Nguyen Disteche, M.; Ghuysen, J.M.; Eur. ... <Preview truncated at 128 characters>"
MDDEP1pp	"murein D,D-endopeptidase (murein4px4p) (periplasm)"	(b3182 or b2328 or b2134)						
MDDEP2pp	"murein D,D-endopeptidase (murein3px4p) (periplasm)"	(b3182 or b2328 or b2134)						
MDDEP3pp	"murein D,D-endopeptidase (murein5px4p) (periplasm)"	(b3182 or b2328 or b2134)						
MDDEP4pp	"murein D,D-endopeptidase (murein4px4px4p) (periplasm)"	(b3182 or b2328 or b2134)						
MDH	malate dehydrogenase	b3236	1.1.1.37					
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	b2210	1.1.99.16					
MDH3	Malate dehydrogenase (menaquinone 8 as acceptor)	b2210	1.1.99.16					
ME1	malic enzyme (NAD)	b1479	1.1.1.38					
ME2	malic enzyme (NADP)	b2463	1.1.1.40	4670	NADP+	Arabidopsis thaliana	"pH 7.5, NADP ME2"	"A comprehensive analysis of the NADP malic enzyme gene family of Arabidopsis, Wheeler, M.C.; Tronconi, M.A.; Drincovich, M.F.; A... <Preview truncated at 128 characters>"
MECDPDH5	"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase"	((b2895 and b2515) or (b0684 and b2515))						
MECDPS	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	b2746						
MELIBt2pp	melibiose transport in via symport (periplasm)	b4120						
MELIBt3ipp	melibiose transport in via antiport (periplasm)	b1528						
MELIBtex	melibiose transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MEOHtex	Methanol transport via diffusion (extracellular to periplasm)	(b1377 or b0929 or b2215 or b0241)						
MEOHtrpp	Methanol reversible transport via diffusion (periplasm)	s0001						
MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	b2747						
METAT	methionine adenosyltransferase	b2942	2.5.1.6	7.24	L-methionine	Methanocaldococcus jannaschii	"mutant W387F/Y233W, 55°C"	"Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases, Garrido, F.; Alfonso, C.; Taylo... <Preview truncated at 128 characters>"
METDabcpp	D-methionine transport via ABC system (periplasm)	(b0198 and b0199 and b0197)						
METDtex	D-methionine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
METOX1s	methionine oxidation (spontaneous)	s0001						
METOX2s	methionine oxidation 2 (spontaneous)	s0001						
METS	methionine synthase	(b4019 or b3829)	2.1.1.13					
METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)							
METSOX1tex	L-methionine S-oxide diffusion (extracellular)	(b0241 or b0929 or b1377 or b2215)						
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)							
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	(b0241 or b0929 or b1377 or b2215)						
METSOXR1	L-methionine-S-oxide reductase	((b4219 and b2582) or (b4219 and b3781) or (b3551 and b2582) or (b3551 and b3781))	1.8.4.5	20000	NA	NA	NA	NA
METSOXR2	L-methionine-R-sulfoxide reductase	((b1778 and b2582) or (b1778 and b3781))						
METTRS	Methionyl-tRNA synthetase	b2114	6.1.1.10	47	tRNAMet	Escherichia coli	"ATP diphosphate exchange reaction, C terminally truncated mutant"	"Structure and function of the C terminal domain of methionyl tRNA synthetase, Crepin, T.; Schmitt, E.; Blanquet, S.; Mechulam, Y... <Preview truncated at 128 characters>"
METabcpp	L-methionine transport via ABC system (periplasm)	(b0198 and b0199 and b0197)						
METtex	L-methionine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MG2t3_2pp	magnesium (Mg+2) transport in/out via proton antiport (periplasm)							
MG2tex	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MG2tpp	magnesium (+2) transport in via diffusion	b3816						
MG2uabcpp	"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)"	b4242						
MGSA	methylglyoxal synthase	b0963	4.2.3.3					
MI1PP	myo-inositol 1-phosphatase	b2533	3.1.3.25					
MICITDr	2-methylisocitrate dehydratase	b0118	4.2.1.99	20000	NA	NA	NA	NA
MINCYCtex	Minocycline transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0929 or b0241)						
MINCYCtpp	Minocycline transport via TolC system	((b0463 and b0462 and b3035) or (b0463 and b2470 and b3035))						
MINOHPtexi	myo-inositol phosphate transport via diffusion (extracellular to periplasm)							
MLDCP1App	"murein L,D-carboxypeptidase (murein5px4p) (periplasm)"		3.4.17.13					
MLDCP1Bpp	"murein L,D-carboxypeptidase (murein4p4p) (periplasm)"		3.4.17.13					
MLDCP2App	"murein L,D-carboxypeptidase (murein5p5p) (periplasm)"		3.4.17.13					
MLDCP2Bpp	"murein L,D-carboxypeptidase (murein4p3p) (periplasm)"		3.4.17.13					
MLDCP3App	"murein L,D-carboxypeptidase (murein5px3p) (periplasm)"		3.4.17.13					
MLDEP1pp	"murein L,D-endopeptidase (murein3px3p) (periplasm)"							
MLDEP2pp	"murein L,D-endopeptidase (murein5px3p) (periplasm)"							
MLTG1	Maltodextrin glucosidase (maltotriose)	b0403						
MLTG2	Maltodextrin glucosidase (maltotetraose)	b0403						
MLTG3	Maltodextrin glucosidase (maltopentaose)	b0403						
MLTG4	Maltodextrin glucosidase (maltohexaose)	b0403						
MLTG5	Maltodextrin glucosidase (maltoheptaose)	b0403						
MLTGY1pp	murein lytic transglycosylase (murein4p4p) (periplasm)	(b2558 or b2963 or b4392 or b2813 or b2701 or b1193)						
MLTGY2pp	murein lytic transglycosylase (murein4p3p) (periplasm)	(b1193 or b2558 or b2963 or b4392 or b2813 or b2701)						
MLTGY3pp	murein lytic transglycosylase (murein3p3p) (periplasm)	(b1193 or b2963 or b2558 or b4392 or b2813 or b2701)						
MLTGY4pp	murein lytic transglycosylase (murein4px4p4p) (periplasm)	(b2701 or b1193 or b2963 or b2558 or b4392 or b2813)						
MLTP1	Maltodextrin phosphorylase (maltopentaose)	b3417						
MLTP2	Maltodextrin phosphorylase (maltohexaose)	b3417						
MLTP3	Maltodextrin phosphorylase (maltoheptaose)	b3417						
MMCD	Methylmalonyl-CoA decarboxylase	b2919	4.1.1.41					
MMETt2pp	S-methylmethionine permease (periplasm)	b0260						
MMETtex	S-methyl-L-methionine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MMM	Methylmalonyl-CoA mutase	b2917	5.4.99.2					
MN2t3pp	manganese (Mn+2) transport out via proton antiport (periplasm)	(b3915 or b0752)						
MN2tpp	manganese transport in via permease (no H+)	b3040						
MN6PP	mannose 6-phosphate phosphatase	b0822						
MNLptspp	mannitol transport via PEP:Pyr PTS (periplasm)	(b3599 and b2415 and b2416)						
MNLtex	mannitol transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MNNH	D-mannonate hydrolyase	b4322	4.2.1.8					
MNt2pp	manganese (Mn+2) transport in via proton symport (periplasm)	b2392						
MNtex	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MOADSUx	"MoaD sulfuration (nadh, assumed)"	(b2530 and b0784)						
MOAT	3-deoxy-D-manno-octulosonic acid transferase	b3633						
MOAT2	3-deoxy-D-manno-octulosonic acid transferase	b3633						
MOAT3C	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	b3624						
MOBDabcpp	molybdate transport via ABC system (periplasm)	((b0763 and b0764 and b0765) or (b2422 and b2424 and b2423 and b3917) or (b2422 and b2425 and b2424 and b2423))						
MOBDtex	molybdate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MOCDS	molybdopterin cytidine dinucleotide synthase	b2877						
MOCOS	molybdenum cofactor synthase	b0827						
MOGDS	molybdopterin guanine dinucleotide synthase	(b3857 or (b3857 and b3856))						
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	b0134	2.1.2.11					
MOX	malate oxidase		1.1.3.3					
MPTAT	molybdopterin adenylyltransferase	b0009						
MPTG	murein polymerizing transglycosylase	((b3396 and b1069) or (b0149 and b1069) or (b1069 and b2519))						
MPTG2	murein polymerizing transglycosylase 2 (three linked units)	((b3396 and b1069) or (b0149 and b1069) or (b1069 and b2519))						
MPTS	molybdopterin synthase	(b0784 and b0785)						
MPTSS	molybdopterin synthase sulfurylase	b0826						
MSAR	malonic semialdehyde reductase	(b1008 or b1539)						
MSO3abcpp	methanesulfonate transport via ABC system (periplasm)	(b0936 and b0933 and b0934)						
MSO3tex	methanesulfonate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
MTAN	methylthioadenosine nucleosidase	b0159	3.2.2.16					
MTHFC	methenyltetrahydrofolate cyclohydrolase	b0529	3.5.4.9					
MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)	b0529	1.5.1.5					
MTHFR2	"5,10-methylenetetrahydrofolate reductase (NADH)"	b3941	1.5.1.20					
MTHTHFSs	"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)"	s0001						
MTRPOX	N-methyltryptophan oxidase	b1059	1.5.3.2					
N2Otex	nitrious oxide transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
N2Otpp	nitrious oxide transport (diffusion)	s0001						
NACODA	N-acetylornithine deacetylase	b3957						
NACtex	Nicotinic acid transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
NACtpp	Nicotinic acid uptake (periplasm)							
NADDP	NAD diphosphatase	(b3996 or b2411)	3.6.1.22	0.0025	NADH	Saccharomyces cerevisiae	-	"Cloning and characterization of the NADH pyrophospatases from Caenorhabditis elegans and Saccharomyces cerevisiae, members of a ... <Preview truncated at 128 characters>"
NADH10	NADH dehydrogenase (menaquinone-8 & 0 protons)	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADH16pp	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADH17pp	NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)	(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADH18pp	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADH5	NADH dehydrogenase (ubiquinone-8 )	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADH9	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride	Escherichia coli	-	Activation of isolated NADH:ubiquinone reductase I (complex I) from Escherichia coli by detergent and phospholipids. Recovery of... <Preview truncated at 128 characters>
NADK	NAD kinase	b2615	2.7.1.23	424	NAD+	Methanocaldococcus jannaschii	"85°C, pH 8.5, 20 mM Mg2+"	"MJ0917 in archaeon Methanococcus jannaschii is a novel NADP phosphatase/NAD kinase, Kawai, S.; Fukuda, C.; Mukai, T.; Murata, K.... <Preview truncated at 128 characters>"
NADN	NAD nucleosidase		3.2.2.5					
NADPHQR2	NADPH Quinone Reductase (Ubiquinone-8)	b3028	1.6.99.6					
NADPHQR3	NADPH Quinone Reductase (Menaquinone-8)	b3028	1.6.99.6					
